mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
5,28,6,OO,5965,ORD,412,8.92,86,20
0,3,4,US,31,OGG,2845,23.73,341,21
10,26,3,OO,5496,SFO,191,22.50,61,1
10,16,0,OO,6336,SFO,192,8.10,58,-12
5,6,5,UA,842,ORD,1745,8.10,258,39
10,15,6,UA,512,ORD,594,13.72,105,47
10,29,6,UA,176,SFO,2704,11.57,335,32
3,29,2,AA,33,JFK,2475,7.75,360,20
0,25,5,AA,347,LGA,733,18.25,164,38
0,8,2,AA,15,JFK,2586,11.00,379,82
1,8,5,OH,5679,LGA,478,17.02,130,14
0,2,3,UA,578,ORD,733,10.00,131,37
0,3,4,OO,3894,ORD,606,11.75,120,17
2,31,1,UA,109,ORD,1745,10.00,261,37
10,26,3,OO,5554,SFO,262,15.90,79,50
3,22,2,US,1646,LGA,544,10.00,127,-4
8,17,3,B6,377,LGA,1076,13.08,175,1
2,11,2,B6,383,LGA,1076,21.75,170,12
8,21,0,WN,580,SMF,373,13.17,85,-12
10,9,0,UA,646,ORD,719,13.17,148,36
2,1,6,B6,83,JFK,2421,19.42,398,11
1,15,5,OO,5851,ORD,522,8.30,110,36
8,14,0,B6,615,JFK,829,13.42,149,-17
8,7,0,OO,6510,SMF,373,18.45,88,-4
7,21,4,UA,620,ORD,612,16.08,111,118
1,23,6,US,408,SFO,651,17.25,115,135
0,11,5,OH,5679,LGA,478,17.02,130,101
3,29,2,UA,553,ORD,334,13.42,87,111
4,19,1,UA,381,ORD,1781,10.33,267,-15
0,8,2,OO,5738,SFO,462,21.42,118,NA
0,9,3,WN,2028,SJC,342,15.75,75,-10
5,21,6,WN,2321,SJC,296,18.67,60,-5
8,13,6,US,1483,SFO,2254,13.75,276,-4
8,9,2,UA,395,ORD,1723,16.88,263,-14
11,3,3,AA,1276,SFO,1736,13.08,220,6
2,2,0,UA,678,ORD,733,11.00,126,27
6,16,3,UA,1270,SFO,451,12.85,92,56
7,26,2,UA,395,ORD,1723,17.75,250,61
4,11,0,WN,1764,SMF,389,9.42,75,-6
8,14,0,AA,2309,ORD,802,8.58,145,7
2,31,1,OH,5094,ORD,264,16.25,74,171
9,31,5,HA,180,OGG,84,11.90,31,-5
4,15,4,B6,172,SMF,2521,23.92,320,21
1,13,3,WN,2646,SJC,569,13.58,105,29
8,8,1,AA,1169,ORD,1041,14.33,165,3
7,19,2,OO,5724,SFO,78,16.00,42,160
7,29,5,AA,1773,ORD,1118,19.25,170,-6
5,7,6,AA,1417,ORD,1515,14.75,225,57
8,19,5,US,1571,ORD,678,16.42,125,29
5,7,6,US,740,ORD,678,13.83,127,-14
5,16,1,B6,735,JFK,1576,6.00,219,-8
5,26,4,OO,6454,SFO,896,16.05,150,31
5,1,0,US,1881,ORD,599,17.75,115,-19
7,10,0,UA,870,SFO,1846,13.53,246,-9
9,26,0,OO,6017,ORD,588,8.18,116,-9
2,1,6,UA,299,SFO,326,9.08,72,-17
9,19,0,US,384,SMF,397,10.13,82,-11
5,26,4,US,378,SMF,2244,22.50,280,29
6,16,3,OH,5516,JFK,187,22.17,101,69
11,1,1,AA,309,LGA,733,7.83,160,23
7,16,6,UA,102,SFO,1846,11.73,251,47
10,21,5,B6,133,JFK,1074,10.18,197,46
10,7,5,OO,5560,SFO,77,7.00,40,0
10,29,6,OO,5961,ORD,130,16.80,53,-10
4,13,2,WN,613,SJC,188,21.08,55,-16
1,16,6,AA,2333,ORD,802,15.00,155,NA
9,16,4,UA,549,ORD,334,10.75,92,-25
5,3,2,OH,5487,JFK,483,16.67,139,36
6,17,4,WN,1906,SJC,333,6.75,75,-2
1,6,3,B6,117,JFK,1182,7.58,208,68
9,27,1,UA,476,ORD,137,13.63,59,42
3,8,2,OO,6138,ORD,911,14.75,152,-5
5,15,0,UA,797,ORD,1162,11.93,185,17
10,19,3,US,343,ORD,1440,7.33,243,-2
6,9,3,AA,269,JFK,2421,16.75,370,171
10,11,2,UA,207,ORD,1846,9.20,293,24
7,24,0,AA,2325,ORD,802,12.83,145,-16
11,28,0,UA,836,ORD,733,18.08,141,-29
2,10,1,WN,2542,SMF,373,13.25,80,3
11,3,3,OH,6798,ORD,740,14.50,159,26
1,25,1,AA,1637,ORD,1437,9.67,225,42
11,14,0,UA,350,ORD,642,13.22,115,6
0,31,4,OO,5741,SFO,78,10.92,45,NA
0,27,0,AA,1715,ORD,1515,12.33,240,164
0,7,1,AA,2348,ORD,334,16.08,90,172
7,7,4,UA,1186,ORD,296,7.97,72,-12
10,8,6,OH,6801,JFK,1028,13.08,183,NA
10,30,0,UA,1406,SFO,1846,22.70,243,9
9,18,6,UA,55,SFO,2367,16.50,324,-6
2,5,3,UA,642,ORD,719,10.67,127,81
8,28,0,AA,2443,LGA,761,9.98,160,26
6,14,1,OH,5709,LGA,834,12.25,162,48
0,20,0,OO,6015,ORD,557,10.00,119,77
9,30,4,B6,197,JFK,2248,9.75,341,-21
6,19,6,WN,804,SMF,358,15.50,70,-7
9,26,0,AA,2340,ORD,235,13.83,80,-3
0,11,5,UA,1532,ORD,1005,13.17,153,21
8,8,1,UA,38,OGG,2338,21.25,288,4
5,17,2,AA,1815,ORD,1249,18.67,205,145
10,23,0,OH,6497,LGA,722,9.10,168,-39
9,11,6,US,1835,ORD,599,9.50,116,-15
3,28,1,UA,690,ORD,733,16.92,136,89
0,26,6,AA,347,LGA,733,18.25,164,-25
3,19,6,WN,799,TUS,367,8.00,70,9
5,10,2,UA,145,ORD,1846,12.73,264,49
6,12,6,B6,101,JFK,2576,7.83,362,-11
6,2,3,UA,642,ORD,719,10.45,133,66
3,9,3,AA,368,ORD,733,13.33,135,NA
3,11,5,B6,908,ORD,740,12.00,130,41
5,24,2,AA,2185,LGA,1097,6.00,170,27
2,15,6,OO,4110,ORD,606,17.58,120,90
3,17,4,AA,2333,ORD,802,15.17,150,54
4,9,5,WN,507,SMF,373,20.00,85,24
8,6,6,AA,346,ORD,733,19.50,135,30
0,23,3,UA,249,SFO,337,19.00,92,79
10,6,4,OH,6744,JFK,382,11.67,100,-30
10,5,3,AA,1095,ORD,1144,17.75,175,26
8,29,1,OH,6780,LGA,461,17.83,118,107
4,4,0,AA,353,LGA,733,18.42,160,-19
7,1,5,OH,5525,LGA,866,21.50,159,57
7,21,4,AA,269,JFK,2421,16.75,385,20
9,28,2,UA,594,ORD,606,6.52,121,35
5,1,0,UA,460,ORD,723,14.22,123,83
3,18,5,AA,407,ORD,258,7.25,65,1
10,29,6,OH,6445,JFK,892,11.42,165,20
3,25,5,HA,155,OGG,100,8.67,34,3
7,8,5,OO,6332,SFO,262,12.80,74,42
7,20,3,US,2124,LGA,185,11.00,83,-7
0,18,5,OO,5815,ORD,196,16.78,64,13
10,7,5,OH,6479,JFK,425,19.42,141,32
5,23,1,UA,882,ORD,867,15.82,148,17
9,31,5,UA,52,SFO,2565,22.25,323,-5
3,11,5,B6,27,JFK,1028,13.67,173,67
7,10,0,US,2136,LGA,185,17.00,76,NA
6,19,6,OO,5444,SFO,191,17.90,70,34
10,19,3,UA,508,ORD,763,19.90,124,-24
5,13,5,US,1485,SFO,2254,22.25,284,-11
5,4,3,AA,21,JFK,2475,19.25,370,97
0,5,6,AA,1540,TUS,813,15.50,130,-8
8,21,0,OO,6045,ORD,462,9.78,96,190
6,26,6,B6,353,JFK,2465,7.83,350,26
4,12,1,WN,1795,SMF,480,6.42,90,-8
3,21,1,OO,5951,ORD,491,7.63,97,-15
3,18,5,UA,385,ORD,334,15.00,87,36
5,6,5,AA,2317,ORD,802,10.83,140,21
10,13,4,B6,10,JFK,301,20.92,101,54
5,23,1,US,985,LGA,544,6.58,114,-1
4,26,1,B6,217,JFK,2465,18.50,374,35
2,14,5,OO,5855,ORD,160,7.65,56,-18
1,23,6,WN,393,SJC,1838,7.50,245,-20
2,22,6,WN,3072,SJC,333,16.00,70,-3
11,29,1,AA,179,JFK,2586,9.00,405,181
11,25,4,B6,21,JFK,1005,18.92,200,-34
5,24,2,AA,73,ORD,4243,9.00,540,-2
8,7,0,UA,174,ORD,642,18.67,119,-15
7,19,2,UA,207,ORD,1846,9.08,271,92
1,22,5,OO,5525,SMF,86,14.67,45,145
1,19,2,UA,540,ORD,867,17.00,139,-3
9,21,2,US,548,SFO,414,13.58,93,-15
5,5,4,UA,34,SFO,2586,22.32,340,28
6,8,2,US,2177,LGA,214,14.00,77,-16
2,13,4,AA,2337,ORD,802,15.75,155,6
6,12,6,OH,5127,JFK,425,8.67,122,-22
8,9,2,AA,1286,TUS,813,13.25,130,1
11,28,0,B6,1085,JFK,541,17.17,147,-18
4,5,1,HA,197,OGG,100,20.17,34,-9
9,20,1,OO,5815,ORD,196,18.00,61,25
11,18,4,WN,1708,SJC,308,14.67,75,256
9,11,6,OO,6391,TUS,451,15.97,91,2
11,11,4,OH,6611,LGA,478,10.67,121,NA
11,24,3,OO,6753,ORD,196,21.50,61,21
9,22,3,UA,1518,ORD,1005,8.18,156,58
7,16,6,B6,1075,JFK,288,14.98,91,19
9,11,6,AA,303,LGA,733,7.00,145,-1
7,16,6,AA,313,LGA,733,8.58,150,79
6,23,3,AA,2470,ORD,647,21.33,110,43
3,16,3,AA,1617,LGA,950,11.00,170,24
7,8,5,AA,2189,LGA,1097,7.50,175,10
1,9,6,OH,5603,JFK,425,18.93,138,-14
6,28,1,B6,1085,JFK,541,16.92,136,-14
3,20,0,UA,850,ORD,733,19.00,136,22
11,15,1,US,728,SFO,2521,13.50,310,10
7,5,2,AA,1686,ORD,647,7.92,110,55
3,20,0,UA,851,LGA,733,10.00,140,16
5,6,5,OO,5792,SFO,462,15.15,120,40
8,13,6,WN,1864,SJC,417,7.17,80,-9
1,15,5,AA,1450,ORD,719,14.25,145,71
2,29,6,US,329,ORD,1515,18.42,242,107
3,16,3,UA,684,ORD,733,14.00,139,13
3,4,5,WN,1315,SJC,188,20.67,55,64
6,16,3,UA,158,SFO,1846,23.08,237,1
4,24,6,OO,6032,ORD,299,20.50,70,-15
9,3,5,OO,5549,SFO,262,7.08,82,43
0,29,2,UA,546,ORD,240,13.17,68,NA
7,5,2,AA,1067,ORD,925,9.67,155,NA
1,22,5,AA,1635,JFK,1597,8.08,230,NA
7,15,5,AA,1943,SFO,337,18.83,80,17
5,13,5,AA,346,ORD,733,19.33,130,125
0,30,3,B6,177,JFK,2153,8.08,343,7
5,6,5,B6,22,JFK,209,22.92,80,40
6,29,2,UA,580,ORD,622,10.45,109,-6
2,7,5,OO,6485,ORD,438,18.50,99,11
6,24,4,B6,99,JFK,2576,9.58,374,97
9,31,5,OO,6111,SFO,77,22.42,41,18
6,28,1,AA,2293,ORD,978,17.25,155,78
0,12,6,UA,247,ORD,888,9.75,157,71
2,1,6,UA,1210,ORD,865,13.27,142,-13
10,11,2,UA,14,SFO,2586,15.92,327,22
9,16,4,OH,6335,JFK,426,13.67,107,45
3,25,5,UA,835,LGA,733,8.03,148,2
7,10,0,AA,763,LGA,1389,17.42,230,NA
7,11,1,AA,1472,SFO,1846,13.42,255,9
1,21,4,AA,1447,ORD,837,14.00,135,75
1,24,0,WN,2175,SFO,414,14.42,85,158
9,7,2,UA,858,SFO,337,10.70,92,-18
4,12,1,UA,748,SFO,192,10.27,59,-18
5,26,4,UA,294,SFO,2457,15.00,319,56
1,13,3,UA,1187,SFO,326,19.05,72,118
5,11,3,OO,5564,SMF,86,20.83,50,-10
1,4,1,AA,312,TUS,813,9.50,130,19
11,9,2,OH,6792,JFK,187,9.75,86,-16
6,26,6,US,514,SJC,386,13.83,84,-3
0,2,3,UA,454,ORD,299,11.98,73,59
2,14,5,B6,907,JFK,740,9.50,169,79
6,23,3,OH,5523,LGA,431,8.00,104,76
5,21,6,WN,1287,SJC,342,17.00,75,-1
11,24,3,WN,2273,SJC,308,18.58,75,58
8,18,4,AA,117,JFK,2475,14.50,355,1
4,12,1,AA,350,ORD,733,18.08,140,62
2,18,2,UA,1568,ORD,1012,19.50,156,71
4,15,4,OO,6134,SFO,363,7.63,76,NA
7,6,3,WN,3059,SFO,447,20.92,85,NA
8,5,5,OO,5477,SFO,158,14.55,66,-14
7,3,0,US,1437,LGA,544,14.67,120,79
0,22,2,UA,23,JFK,2475,8.63,386,12
9,6,1,OH,6553,LGA,641,8.17,147,21
0,7,1,OO,5877,ORD,438,20.00,99,340
10,11,2,US,722,ORD,678,16.42,119,25
11,28,0,WN,2475,SJC,308,16.83,75,-4
7,25,1,UA,598,SFO,967,7.80,153,5
9,17,5,OO,6380,SFO,522,10.73,95,-6
6,29,2,AA,1709,LGA,1097,20.25,175,9
0,20,0,OO,5984,ORD,174,21.50,57,70
10,12,3,WN,177,SFO,447,21.00,85,-8
4,4,0,OH,5203,JFK,1522,18.83,278,62
4,15,4,OO,6150,SFO,363,18.17,77,-13
0,1,2,UA,482,SFO,967,18.08,144,-8
2,20,4,OH,5594,LGA,544,17.92,138,96
5,15,0,WN,1242,SMF,480,19.42,85,43
0,27,0,WN,2799,SFO,447,20.83,85,108
1,29,5,AA,1103,ORD,888,7.75,160,-15
4,26,1,UA,542,ORD,867,19.50,140,22
4,26,1,AA,2331,ORD,802,14.33,145,-14
0,9,3,UA,346,ORD,843,8.00,131,-10
8,13,6,WN,749,SJC,296,10.75,60,-1
8,7,0,WN,388,SFO,337,19.58,85,2
1,8,5,UA,1178,SMF,910,7.55,145,-6
11,21,0,WN,1510,SFO,337,16.17,85,105
5,19,4,AA,336,ORD,733,20.58,120,16
8,19,5,OH,6735,LGA,866,21.98,153,43
11,25,4,UA,722,ORD,589,15.73,110,-5
10,22,6,AA,16,SFO,2586,11.83,330,21
0,6,0,AA,177,JFK,2586,17.75,395,91
5,17,2,OO,5557,SFO,77,8.98,46,143
7,31,0,B6,904,ORD,740,9.58,130,-15
4,2,5,B6,199,JFK,2248,21.08,347,34
2,13,4,AA,675,TUS,813,7.08,125,7
5,19,4,B6,206,SJC,324,8.92,75,66
4,19,1,OO,5867,ORD,1041,19.83,171,16
3,1,2,B6,739,JFK,1617,23.92,228,23
7,22,5,WN,1750,SMF,480,20.58,85,5
0,3,4,OO,5979,ORD,122,17.75,53,39
6,28,1,UA,536,SJC,1829,6.38,247,12
1,9,6,OO,6412,SFO,451,22.42,93,6
11,31,3,B6,715,JFK,1597,23.98,225,81
3,21,1,AA,1718,ORD,867,8.75,140,-6
6,9,3,WN,248,TUS,365,18.42,75,22
2,31,1,UA,835,LGA,733,8.00,148,26
0,30,3,AA,2275,LGA,764,12.25,160,56
8,5,5,HA,115,OGG,100,7.50,34,63
4,4,0,OO,5709,SMF,207,21.08,64,93
0,8,2,OO,5873,ORD,109,10.25,54,27
0,31,4,AA,2353,ORD,802,19.33,145,NA
0,28,1,OO,5447,SFO,158,9.83,62,32
11,31,3,HA,265,OGG,100,18.00,34,21
3,22,2,WN,2350,SJC,308,14.25,70,15
1,23,6,WN,1270,SFO,337,7.42,90,-18
8,21,0,UA,107,ORD,1745,9.03,265,38
4,16,5,AA,496,ORD,612,6.50,105,36
6,7,1,AA,1608,SFO,1846,23.50,240,27
0,15,2,US,640,SJC,621,19.08,112,-13
11,7,0,UA,976,ORD,589,18.08,110,-10
0,17,4,AA,178,SFO,2586,13.50,323,61
7,6,3,UA,1587,ORD,1515,8.00,231,-18
8,16,2,AA,1545,ORD,978,12.17,150,23
10,12,3,WN,465,SMF,389,18.33,75,-8
1,8,5,US,2122,LGA,185,10.00,75,24
1,3,0,UA,31,SFO,2338,8.92,329,19
6,17,4,UA,203,ORD,334,9.08,86,-6
6,2,3,UA,186,SFO,2521,14.58,332,54
0,6,0,OO,5557,SFO,77,8.83,45,6
6,1,2,UA,688,ORD,733,15.92,145,-12
0,5,6,UA,398,ORD,783,11.08,124,14
9,25,6,OO,5447,SFO,158,9.88,60,11
1,15,5,AA,2352,ORD,740,16.67,139,20
10,12,3,AA,780,ORD,1197,6.00,175,11
9,7,2,AA,2296,ORD,678,11.42,115,70
5,8,0,AA,2185,LGA,1097,6.00,170,22
3,8,2,B6,937,ORD,1735,17.58,265,24
0,20,0,WN,1598,SMF,480,21.50,85,-10
2,15,6,WN,3035,SFO,414,14.42,90,8
5,28,6,UA,565,ORD,1249,19.75,198,77
9,21,2,UA,146,ORD,647,19.23,124,-26
9,6,1,OO,6001,ORD,416,14.93,89,-11
6,20,0,WN,2712,SMF,373,7.67,80,-3
1,19,2,UA,117,ORD,1721,20.25,271,22
11,26,5,UA,654,ORD,719,15.92,150,NA
0,24,4,OH,5465,JFK,340,11.08,109,-19
11,14,0,UA,482,SFO,967,19.23,142,20
2,30,0,WN,2126,SFO,651,12.42,120,-20
5,4,3,US,412,SFO,651,19.42,121,-14
0,28,1,OO,5716,SFO,78,20.75,42,-9
10,30,0,AA,335,LGA,733,15.17,160,167
0,1,2,AA,150,SFO,2704,23.42,325,22
6,2,3,OO,5845,ORD,116,21.18,51,202
7,23,6,AA,352,ORD,733,17.58,140,-5
10,11,2,WN,1960,SJC,342,6.75,75,-5
10,21,5,US,284,SJC,621,18.17,109,-9
7,28,4,OO,5556,SFO,199,19.07,64,-6
8,5,5,WN,493,SMF,1790,6.50,230,3
4,14,3,OO,6145,ORD,607,6.47,107,-6
10,9,0,WN,1943,SMF,647,19.42,105,124
1,13,3,AA,637,LGA,1097,13.08,185,262
1,7,4,UA,510,SFO,679,7.75,123,42
0,10,4,B6,648,SFO,2586,23.08,323,108
0,18,5,AA,353,LGA,733,19.48,160,17
5,15,0,UA,47,JFK,2475,9.58,370,16
5,15,0,OO,6300,ORD,412,11.42,86,-6
9,30,4,AA,1165,JFK,1090,7.83,182,21
0,1,2,US,1861,LGA,335,10.75,92,-11
1,1,5,UA,682,ORD,733,13.08,129,NA
6,25,5,UA,394,ORD,473,9.18,92,-5
4,22,4,B6,215,JFK,2465,15.92,356,36
5,20,5,AA,1917,JFK,944,15.92,165,59
9,24,5,AA,1657,ORD,1118,10.33,180,21
2,10,1,AA,791,LGA,1389,20.83,230,NA
4,3,6,AA,1341,ORD,1846,7.50,275,-14
1,5,2,AA,2329,ORD,802,13.75,150,36
5,16,1,UA,842,ORD,1745,8.10,258,73
6,29,2,US,2163,LGA,214,7.00,70,-12
11,17,3,B6,174,SJC,2569,21.92,321,57
4,19,1,UA,463,ORD,334,21.67,79,20
6,13,0,OH,5239,LGA,647,21.00,134,NA
10,27,4,UA,536,ORD,867,13.33,139,78
11,9,2,US,774,SFO,2296,7.50,277,30
11,16,2,OO,6019,ORD,462,17.25,99,65
1,18,1,UA,330,ORD,678,19.50,123,12
5,7,6,US,473,JFK,2248,9.67,335,18
4,2,5,OO,5951,ORD,491,7.63,97,18
7,2,6,UA,549,ORD,334,11.05,86,-6
0,21,1,B6,97,JFK,1626,21.33,275,92
8,16,2,B6,43,JFK,944,20.00,185,-41
2,30,0,UA,608,ORD,612,10.08,107,-11
7,1,5,OO,5783,SFO,304,11.37,92,7
6,31,4,OO,6485,ORD,438,18.48,94,39
7,19,2,US,2138,LGA,185,18.00,74,-21
1,6,3,AA,442,SFO,2585,12.50,315,105
3,25,5,OO,6370,ORD,693,12.33,130,150
5,13,5,AA,2470,ORD,647,20.92,110,182
3,13,0,OO,5450,SFO,77,15.12,42,36
5,5,4,US,1881,ORD,599,17.75,116,33
2,23,0,WN,1226,SJC,342,10.83,75,-11
1,8,5,WN,1327,SMF,358,19.58,70,24
4,9,5,UA,573,SFO,447,8.58,91,-3
11,29,1,AA,876,ORD,867,6.50,130,1
3,22,2,UA,534,ORD,867,13.08,146,34
1,8,5,OO,5522,SFO,238,7.43,75,52
11,14,0,OH,6503,JFK,892,18.92,198,98
11,16,2,WN,1136,SFO,1855,17.50,240,NA
6,11,5,HA,197,OGG,100,20.17,34,-9
11,1,1,US,551,SJC,621,12.58,107,121
10,18,2,AA,1787,JFK,1005,15.50,190,20
11,21,0,US,704,SFO,2296,11.33,278,30
6,1,2,B6,185,JFK,2446,18.67,371,-19
8,14,0,UA,206,ORD,528,18.65,101,92
1,18,1,WN,3862,SJC,333,6.50,70,-1
10,19,3,OO,5703,SJC,234,16.83,67,132
1,9,6,AA,1417,ORD,1515,14.50,240,-6
0,30,3,OO,3835,SFO,599,10.25,107,7
6,25,5,UA,11,JFK,2586,11.00,382,140
2,23,0,AA,333,LGA,733,13.50,165,-25
7,18,1,OO,3914,SFO,599,16.08,108,6
7,4,1,WN,612,SJC,342,18.75,75,25
11,24,3,OO,5451,SFO,250,18.00,81,35
5,2,1,AA,1041,ORD,1829,9.92,265,24
7,22,5,WN,3576,SJC,333,11.00,70,-5
10,18,2,OO,5602,SFO,86,8.58,45,-6
9,20,1,OH,6719,JFK,301,12.58,89,-9
9,8,3,UA,850,ORD,733,19.08,142,NA
4,10,6,OH,5487,JFK,483,16.58,138,-29
0,3,4,B6,1081,JFK,541,7.00,135,42
9,7,2,UA,254,ORD,316,21.50,75,8
3,6,0,UA,1550,SFO,414,17.75,91,11
6,6,0,OO,3912,SFO,599,13.00,108,-5
0,3,4,AA,1909,ORD,1745,9.67,265,44
1,2,6,OO,6075,ORD,160,20.83,56,43
3,25,5,AA,1165,JFK,1090,8.75,185,2
6,29,2,UA,828,ORD,867,21.00,135,82
0,4,5,WN,724,TUS,451,20.08,95,116
1,14,4,UA,620,ORD,612,16.00,106,26
2,27,4,UA,896,ORD,606,16.92,117,58
2,7,5,HA,165,OGG,100,14.42,34,2
1,19,2,UA,1514,ORD,1182,19.17,179,23
2,8,6,UA,53,JFK,2475,11.33,375,50
4,13,2,OO,5820,SFO,326,13.08,70,-6
1,23,6,OO,5495,SFO,158,22.25,59,129
6,14,1,AA,1689,ORD,1739,19.33,260,84
1,25,1,AA,1750,ORD,1005,19.92,150,128
9,26,0,WN,991,SMF,389,16.42,75,27
7,22,5,OO,6524,ORD,299,10.00,75,48
10,12,3,UA,292,SFO,2445,12.12,308,67
8,2,2,OO,6588,SFO,192,14.35,59,25
9,31,5,B6,399,LGA,950,21.00,168,3
8,16,2,HA,595,OGG,100,21.00,34,-12
8,23,2,UA,321,ORD,1739,20.40,262,27
0,5,6,UA,891,JFK,2475,6.83,377,55
3,18,5,WN,3491,SFO,337,21.83,85,5
11,21,0,UA,873,SFO,2419,12.95,302,70
8,10,3,US,92,ORD,1440,14.17,226,23
10,30,0,UA,1479,ORD,1440,16.95,235,223
10,8,6,UA,690,ORD,733,17.08,142,-21
3,17,4,OH,5032,ORD,264,19.27,74,25
6,1,2,UA,11,JFK,2586,11.08,382,35
11,23,2,OO,5824,ORD,109,7.58,51,17
4,17,6,AA,779,ORD,1723,10.33,255,-36
0,21,1,UA,544,SFO,550,16.15,100,142
7,5,2,UA,344,SFO,550,11.12,100,25
2,3,1,AA,2313,ORD,802,9.33,150,78
4,4,0,UA,168,SJC,948,13.75,149,2
5,15,0,UA,522,SFO,550,22.33,99,16
6,24,4,UA,552,ORD,264,9.43,73,24
11,8,1,WN,820,SMF,605,6.75,115,9
1,15,5,WN,965,SJC,308,19.67,70,46
6,23,3,AA,1677,ORD,1726,18.83,255,-21
5,22,0,AA,1,JFK,2475,9.00,355,-26
0,26,6,OO,6387,SFO,421,16.50,82,43
0,23,3,UA,818,ORD,719,21.00,122,74
3,4,5,AA,15,JFK,2586,11.00,379,37
4,28,3,UA,1514,ORD,1182,18.17,181,5
6,7,1,UA,1240,SMF,910,10.65,141,-1
8,4,4,B6,1004,JFK,187,9.92,71,6
11,10,3,WN,2992,SMF,358,20.75,70,3
0,23,3,UA,332,ORD,235,21.33,71,55
3,11,5,UA,73,SFO,2398,9.08,317,18
11,4,4,UA,149,ORD,1846,14.97,282,-29
4,26,1,OO,5950,ORD,116,16.78,49,-7
9,25,6,US,274,SJC,621,6.33,111,2
7,20,3,UA,679,LGA,733,12.00,156,-10
1,12,2,WN,1223,SMF,1790,12.75,235,36
8,20,6,AA,1462,ORD,719,6.58,120,-3
7,8,5,UA,528,ORD,867,9.33,135,3
7,25,1,AA,629,ORD,1829,20.67,270,32
1,10,0,UA,1159,ORD,783,20.92,122,88
10,14,5,AA,1145,ORD,1249,10.08,215,-10
10,26,3,AA,1291,JFK,1090,5.75,200,-15
4,1,4,AA,2455,ORD,1440,7.58,220,-1
11,12,5,OH,6659,LGA,431,6.50,110,83
6,9,3,UA,460,ORD,723,13.87,120,96
5,25,3,UA,612,ORD,612,11.98,111,NA
1,17,0,AA,2340,ORD,867,13.92,140,82
6,6,0,B6,115,JFK,1182,20.00,208,2
4,13,2,UA,310,ORD,473,21.42,91,57
2,7,5,WN,965,SJC,308,19.67,70,34
4,11,0,AA,1025,ORD,177,15.33,60,58
6,1,2,WN,328,SMF,605,13.75,105,-6
1,22,5,B6,915,JFK,740,13.75,164,NA
9,14,2,AA,305,ORD,1440,9.92,230,-4
8,13,6,AA,437,ORD,334,13.00,90,64
11,17,3,OO,6356,SFO,599,21.07,102,-10
6,25,5,UA,1228,SFO,550,18.92,96,-15
2,28,5,AA,59,JFK,2586,7.00,385,22
8,3,3,US,2126,LGA,185,12.00,74,-22
2,23,0,AA,2333,ORD,802,15.00,155,-9
4,22,4,UA,707,ORD,888,6.08,149,16
5,27,5,UA,685,LGA,733,15.00,154,-11
8,4,4,OO,6269,ORD,109,18.17,55,NA
0,27,0,WN,1445,SMF,480,9.50,85,8
2,22,6,HA,180,OGG,84,12.08,31,-5
9,17,5,B6,173,JFK,2569,17.67,400,-32
0,11,5,OO,6334,SFO,451,21.28,93,32
8,12,5,UA,1163,SFO,337,13.70,88,36
2,16,0,OO,4021,SFO,599,13.00,108,19
7,3,0,AA,2420,ORD,1120,7.00,165,5
8,2,2,UA,456,SMF,1781,9.97,234,-13
10,9,0,OH,6696,ORD,264,18.00,75,-6
7,21,4,UA,941,ORD,1745,17.20,258,-6
0,18,5,AA,337,LGA,733,15.58,160,36
1,27,3,UA,1497,ORD,1440,17.67,232,92
7,5,2,UA,756,ORD,865,18.78,140,73
4,24,6,HA,177,OGG,100,14.05,34,-8
5,8,0,UA,305,ORD,1745,14.32,261,102
5,24,2,WN,3398,SJC,417,20.25,80,34
2,11,2,AA,419,ORD,1236,10.33,200,-33
9,16,4,AA,1269,JFK,740,17.33,170,22
9,21,2,OH,6404,JFK,274,15.75,98,-2
1,23,6,OO,5446,SFO,191,10.67,66,NA
3,24,4,OH,5592,JFK,187,19.08,98,-10
11,26,5,UA,687,LGA,733,16.08,159,NA
8,4,4,UA,707,ORD,888,6.02,152,-11
6,26,6,B6,1069,JFK,1522,20.00,254,25
2,17,1,AA,67,ORD,802,17.08,150,24
6,23,3,B6,146,JFK,301,13.17,82,273
5,19,4,B6,37,JFK,1028,7.92,173,5
6,19,6,B6,143,JFK,1028,14.75,176,17
0,21,1,WN,292,SJC,308,16.67,70,15
7,21,4,UA,552,ORD,264,9.43,73,3
5,8,0,UA,1506,SFO,651,18.30,126,40
5,6,5,AA,1571,ORD,334,11.92,85,71
2,16,0,UA,843,SFO,1846,11.87,251,109
8,10,3,AA,1771,ORD,606,15.58,125,-23
8,26,5,UA,1162,ORD,589,19.92,102,1
6,28,1,AA,368,ORD,733,13.33,135,77
5,5,4,B6,1004,JFK,187,9.92,82,63
3,26,6,HA,180,OGG,84,12.08,31,-8
4,15,4,UA,269,ORD,403,20.52,86,20
6,29,2,UA,755,ORD,1721,8.08,267,142
4,21,3,AA,413,ORD,1726,11.67,255,-8
5,29,0,OO,6060,ORD,179,17.77,64,NA
0,25,5,AA,2103,LGA,1097,6.17,180,-17
1,24,0,OO,3896,SMF,532,16.25,97,17
3,18,5,UA,472,SMF,1781,6.00,237,8
11,16,2,OO,5444,SFO,191,17.83,66,85
6,1,2,AA,2317,ORD,802,10.83,140,-20
4,26,1,US,1247,LGA,544,8.25,120,-26
11,4,4,OH,6719,JFK,301,12.58,89,16
